,package,parameter,MdlN,time,active,is_constant,layer,factor,addition,constant,suffix,path
(KHV)_kh_Sys25,KHV,kh,NBr1,,True,2,25,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L25_NBr1.idf
(KHV)_kh_Sys26,KHV,kh,NBr1,,True,2,26,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L26_NBr1.idf
(KHV)_kh_Sys27,KHV,kh,NBr1,,True,2,27,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L27_NBr1.idf
(KHV)_kh_Sys28,KHV,kh,NBr1,,True,2,28,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L28_NBr1.idf
(KHV)_kh_Sys29,KHV,kh,NBr1,,True,2,29,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L29_NBr1.idf
(KHV)_kh_Sys30,KHV,kh,NBr1,,True,2,30,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L30_NBr1.idf
(KHV)_kh_Sys31,KHV,kh,NBr1,,True,2,31,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L31_NBr1.idf
(KHV)_kh_Sys32,KHV,kh,NBr1,,True,2,32,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L32_NBr1.idf
(KHV)_kh_Sys33,KHV,kh,NBr1,,True,2,33,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L33_NBr1.idf
(KHV)_kh_Sys34,KHV,kh,NBr1,,True,2,34,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L34_NBr1.idf
(KHV)_kh_Sys35,KHV,kh,NBr1,,True,2,35,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L35_NBr1.idf
(KHV)_kh_Sys36,KHV,kh,NBr1,,True,2,36,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L36_NBr1.idf
(KHV)_kh_Sys37,KHV,kh,NBr1,,True,2,37,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L37_NBr1.idf
(KVA)_vertical_anisotropy_Sys1,KVA,vertical_anisotropy,nan,,True,1,1,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys2,KVA,vertical_anisotropy,nan,,True,1,2,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys3,KVA,vertical_anisotropy,nan,,True,1,3,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys4,KVA,vertical_anisotropy,nan,,True,1,4,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys5,KVA,vertical_anisotropy,nan,,True,1,5,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys6,KVA,vertical_anisotropy,nan,,True,1,6,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys7,KVA,vertical_anisotropy,nan,,True,1,7,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys8,KVA,vertical_anisotropy,nan,,True,1,8,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys9,KVA,vertical_anisotropy,nan,,True,1,9,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys10,KVA,vertical_anisotropy,nan,,True,1,10,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys11,KVA,vertical_anisotropy,nan,,True,1,11,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys12,KVA,vertical_anisotropy,nan,,True,1,12,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys13,KVA,vertical_anisotropy,nan,,True,1,13,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys14,KVA,vertical_anisotropy,nan,,True,1,14,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys15,KVA,vertical_anisotropy,nan,,True,1,15,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys16,KVA,vertical_anisotropy,nan,,True,1,16,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys17,KVA,vertical_anisotropy,nan,,True,1,17,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys18,KVA,vertical_anisotropy,nan,,True,1,18,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys19,KVA,vertical_anisotropy,nan,,True,1,19,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys20,KVA,vertical_anisotropy,nan,,True,1,20,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys21,KVA,vertical_anisotropy,nan,,True,1,21,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys22,KVA,vertical_anisotropy,nan,,True,1,22,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys23,KVA,vertical_anisotropy,nan,,True,1,23,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys24,KVA,vertical_anisotropy,nan,,True,1,24,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys25,KVA,vertical_anisotropy,nan,,True,1,25,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys26,KVA,vertical_anisotropy,nan,,True,1,26,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys27,KVA,vertical_anisotropy,nan,,True,1,27,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys28,KVA,vertical_anisotropy,nan,,True,1,28,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys29,KVA,vertical_anisotropy,nan,,True,1,29,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys30,KVA,vertical_anisotropy,nan,,True,1,30,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys31,KVA,vertical_anisotropy,nan,,True,1,31,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys32,KVA,vertical_anisotropy,nan,,True,1,32,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys33,KVA,vertical_anisotropy,nan,,True,1,33,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys34,KVA,vertical_anisotropy,nan,,True,1,34,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys35,KVA,vertical_anisotropy,nan,,True,1,35,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys36,KVA,vertical_anisotropy,nan,,True,1,36,1.0,0.0,1.0,-,nan
(KVA)_vertical_anisotropy_Sys37,KVA,vertical_anisotropy,nan,,True,1,37,1.0,0.0,1.0,-,nan
(SHD)_head_Sys1,SHD,head,NBr1,,True,2,1,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L1_NBr1.idf
(SHD)_head_Sys2,SHD,head,NBr1,,True,2,2,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L1_NBr1.idf
(SHD)_head_Sys3,SHD,head,NBr1,,True,2,3,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L2_NBr1.idf
(SHD)_head_Sys4,SHD,head,NBr1,,True,2,4,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L2_NBr1.idf
(SHD)_head_Sys5,SHD,head,NBr1,,True,2,5,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L3_NBr1.idf
(SHD)_head_Sys6,SHD,head,NBr1,,True,2,6,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L3_NBr1.idf
(SHD)_head_Sys7,SHD,head,NBr1,,True,2,7,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L4_NBr1.idf
(SHD)_head_Sys8,SHD,head,NBr1,,True,2,8,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L4_NBr1.idf
(SHD)_head_Sys9,SHD,head,NBr1,,True,2,9,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L5_NBr1.idf
(SHD)_head_Sys10,SHD,head,NBr1,,True,2,10,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L5_NBr1.idf
(SHD)_head_Sys11,SHD,head,NBr1,,True,2,11,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L6_NBr1.idf
(SHD)_head_Sys12,SHD,head,NBr1,,True,2,12,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L6_NBr1.idf
(SHD)_head_Sys13,SHD,head,NBr1,,True,2,13,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L7_NBr1.idf
(SHD)_head_Sys14,SHD,head,NBr1,,True,2,14,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L7_NBr1.idf
(SHD)_head_Sys15,SHD,head,NBr1,,True,2,15,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L8_NBr1.idf
(SHD)_head_Sys16,SHD,head,NBr1,,True,2,16,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L8_NBr1.idf
(SHD)_head_Sys17,SHD,head,NBr1,,True,2,17,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L9_NBr1.idf
(SHD)_head_Sys18,SHD,head,NBr1,,True,2,18,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L9_NBr1.idf
(SHD)_head_Sys19,SHD,head,NBr1,,True,2,19,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L10_NBr1.idf
(SHD)_head_Sys20,SHD,head,NBr1,,True,2,20,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L10_NBr1.idf
(SHD)_head_Sys21,SHD,head,NBr1,,True,2,21,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L11_NBr1.idf
(SHD)_head_Sys22,SHD,head,NBr1,,True,2,22,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L11_NBr1.idf
(SHD)_head_Sys23,SHD,head,NBr1,,True,2,23,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L12_NBr1.idf
(SHD)_head_Sys24,SHD,head,NBr1,,True,2,24,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L12_NBr1.idf
(SHD)_head_Sys25,SHD,head,NBr1,,True,2,25,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L13_NBr1.idf
(SHD)_head_Sys26,SHD,head,NBr1,,True,2,26,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L13_NBr1.idf
(SHD)_head_Sys27,SHD,head,NBr1,,True,2,27,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L14_NBr1.idf
(SHD)_head_Sys28,SHD,head,NBr1,,True,2,28,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L14_NBr1.idf
(SHD)_head_Sys29,SHD,head,NBr1,,True,2,29,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L15_NBr1.idf
(SHD)_head_Sys30,SHD,head,NBr1,,True,2,30,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L15_NBr1.idf
(SHD)_head_Sys31,SHD,head,NBr1,,True,2,31,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L16_NBr1.idf
(SHD)_head_Sys32,SHD,head,NBr1,,True,2,32,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L16_NBr1.idf
(SHD)_head_Sys33,SHD,head,NBr1,,True,2,33,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L17_NBr1.idf
(SHD)_head_Sys34,SHD,head,NBr1,,True,2,34,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L17_NBr1.idf
(SHD)_head_Sys35,SHD,head,NBr1,,True,2,35,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L18_NBr1.idf
(SHD)_head_Sys36,SHD,head,NBr1,,True,2,36,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L18_NBr1.idf
(SHD)_head_Sys37,SHD,head,NBr1,,True,2,37,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\SHD\SHD_L19_NBr1.idf
(STO)_storage_coefficient_Sys1,STO,storage_coefficient,nan,,True,1,1,1.0,0.0,0.2,-,nan
(STO)_storage_coefficient_Sys2,STO,storage_coefficient,nan,,True,1,2,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys3,STO,storage_coefficient,nan,,True,1,3,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys4,STO,storage_coefficient,nan,,True,1,4,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys5,STO,storage_coefficient,nan,,True,1,5,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys6,STO,storage_coefficient,nan,,True,1,6,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys7,STO,storage_coefficient,nan,,True,1,7,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys8,STO,storage_coefficient,nan,,True,1,8,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys9,STO,storage_coefficient,nan,,True,1,9,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys10,STO,storage_coefficient,nan,,True,1,10,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys11,STO,storage_coefficient,nan,,True,1,11,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys12,STO,storage_coefficient,nan,,True,1,12,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys13,STO,storage_coefficient,nan,,True,1,13,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys14,STO,storage_coefficient,nan,,True,1,14,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys15,STO,storage_coefficient,nan,,True,1,15,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys16,STO,storage_coefficient,nan,,True,1,16,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys17,STO,storage_coefficient,nan,,True,1,17,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys18,STO,storage_coefficient,nan,,True,1,18,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys19,STO,storage_coefficient,nan,,True,1,19,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys20,STO,storage_coefficient,nan,,True,1,20,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys21,STO,storage_coefficient,nan,,True,1,21,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys22,STO,storage_coefficient,nan,,True,1,22,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys23,STO,storage_coefficient,nan,,True,1,23,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys24,STO,storage_coefficient,nan,,True,1,24,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys25,STO,storage_coefficient,nan,,True,1,25,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys26,STO,storage_coefficient,nan,,True,1,26,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys27,STO,storage_coefficient,nan,,True,1,27,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys28,STO,storage_coefficient,nan,,True,1,28,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys29,STO,storage_coefficient,nan,,True,1,29,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys30,STO,storage_coefficient,nan,,True,1,30,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys31,STO,storage_coefficient,nan,,True,1,31,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys32,STO,storage_coefficient,nan,,True,1,32,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys33,STO,storage_coefficient,nan,,True,1,33,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys34,STO,storage_coefficient,nan,,True,1,34,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys35,STO,storage_coefficient,nan,,True,1,35,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys36,STO,storage_coefficient,nan,,True,1,36,1.0,0.0,0.0003,-,nan
(STO)_storage_coefficient_Sys37,STO,storage_coefficient,nan,,True,1,37,1.0,0.0,0.0003,-,nan
(SPY)_specific_yield_Sys1,SPY,specific_yield,nan,,True,1,1,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys2,SPY,specific_yield,nan,,True,1,2,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys3,SPY,specific_yield,nan,,True,1,3,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys4,SPY,specific_yield,nan,,True,1,4,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys5,SPY,specific_yield,nan,,True,1,5,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys6,SPY,specific_yield,nan,,True,1,6,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys7,SPY,specific_yield,nan,,True,1,7,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys8,SPY,specific_yield,nan,,True,1,8,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys9,SPY,specific_yield,nan,,True,1,9,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys10,SPY,specific_yield,nan,,True,1,10,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys11,SPY,specific_yield,nan,,True,1,11,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys12,SPY,specific_yield,nan,,True,1,12,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys13,SPY,specific_yield,nan,,True,1,13,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys14,SPY,specific_yield,nan,,True,1,14,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys15,SPY,specific_yield,nan,,True,1,15,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys16,SPY,specific_yield,nan,,True,1,16,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys17,SPY,specific_yield,nan,,True,1,17,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys18,SPY,specific_yield,nan,,True,1,18,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys19,SPY,specific_yield,nan,,True,1,19,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys20,SPY,specific_yield,nan,,True,1,20,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys21,SPY,specific_yield,nan,,True,1,21,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys22,SPY,specific_yield,nan,,True,1,22,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys23,SPY,specific_yield,nan,,True,1,23,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys24,SPY,specific_yield,nan,,True,1,24,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys25,SPY,specific_yield,nan,,True,1,25,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys26,SPY,specific_yield,nan,,True,1,26,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys27,SPY,specific_yield,nan,,True,1,27,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys28,SPY,specific_yield,nan,,True,1,28,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys29,SPY,specific_yield,nan,,True,1,29,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys30,SPY,specific_yield,nan,,True,1,30,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys31,SPY,specific_yield,nan,,True,1,31,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys32,SPY,specific_yield,nan,,True,1,32,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys33,SPY,specific_yield,nan,,True,1,33,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys34,SPY,specific_yield,nan,,True,1,34,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys35,SPY,specific_yield,nan,,True,1,35,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys36,SPY,specific_yield,nan,,True,1,36,1.0,0.0,0.15,-,nan
(SPY)_specific_yield_Sys37,SPY,specific_yield,nan,,True,1,37,1.0,0.0,0.15,-,nan
(HFB)_gen_Sys1,HFB,gen,NBr1,,True,2,1,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys2,HFB,gen,NBr1,,True,2,2,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys3,HFB,gen,NBr1,,True,2,3,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys4,HFB,gen,NBr1,,True,2,4,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys5,HFB,gen,NBr1,,True,2,5,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys6,HFB,gen,NBr1,,True,2,6,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys7,HFB,gen,NBr1,,True,2,7,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys8,HFB,gen,NBr1,,True,2,8,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys9,HFB,gen,NBr1,,True,2,9,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys10,HFB,gen,NBr1,,True,2,10,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys11,HFB,gen,NBr1,,True,2,11,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys12,HFB,gen,NBr1,,True,2,12,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys13,HFB,gen,NBr1,,True,2,13,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys14,HFB,gen,NBr1,,True,2,14,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys15,HFB,gen,NBr1,,True,2,15,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys16,HFB,gen,NBr1,,True,2,16,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys17,HFB,gen,NBr1,,True,2,17,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys18,HFB,gen,NBr1,,True,2,18,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys19,HFB,gen,NBr1,,True,2,19,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys20,HFB,gen,NBr1,,True,2,20,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys21,HFB,gen,NBr1,,True,2,21,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys22,HFB,gen,NBr1,,True,2,22,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys23,HFB,gen,NBr1,,True,2,23,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys24,HFB,gen,NBr1,,True,2,24,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys25,HFB,gen,NBr1,,True,2,25,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys26,HFB,gen,NBr1,,True,2,26,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys27,HFB,gen,NBr1,,True,2,27,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys28,HFB,gen,NBr1,,True,2,28,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys29,HFB,gen,NBr1,,True,2,29,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys30,HFB,gen,NBr1,,True,2,30,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys31,HFB,gen,NBr1,,True,2,31,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
(HFB)_gen_Sys32,HFB,gen,NBr1,,True,2,32,50000.0,1.0,-999.99,.gen,C:\OD\WS_Mdl\models\NBr\In\HFB\Peelrandbreuk_NBr1.GEN
